onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
129.65	0.5	0.35	96	DIAGONAL-RU-LD-2	prf/prf_1_198.png	198
130.5	0.5	0.35	97	DIAGONAL-RU-LD-3	prf/prf_1_199.png	199
131.35	0.5	0.35	98	DIAGONAL-RU-LD-4	prf/prf_1_200.png	200
132.2	0.5	0.35	99	DIAGONAL-RU-LD-5	prf/prf_1_201.png	201
133.05	0.5	0.35	100	DIAGONAL-RU-LD-6	prf/prf_1_202.png	202
133.9	0.5	0.35	101	DIAGONAL-RU-LD-7	prf/prf_1_203.png	203
134.75	0.5	0.35	102	DIAGONAL-RU-LD-8	prf/prf_1_204.png	204
135.6	0.5	0.35	103	DIAGONAL-RU-LD-9	prf/prf_1_205.png	205
136.45	0.5	0.35	104	DIAGONAL-RU-LD-10	prf/prf_1_206.png	206
137.3	0.5	0.35	105	DIAGONAL-RU-LD-11	prf/prf_1_207.png	207
138.15	0.5	0.35	106	DIAGONAL-RU-LD-12	prf/prf_1_208.png	208
139.55	0.5	0.35	3	VERTICAL-L-R-1	prf/prf_2_001.png	1
140.4	0.5	0.35	4	VERTICAL-L-R-2	prf/prf_2_002.png	2
141.25	0.5	0.35	5	VERTICAL-L-R-3	prf/prf_2_003.png	3
142.102	0.5	0.35	6	VERTICAL-L-R-4	prf/prf_2_004.png	4
142.952	0.5	0.35	7	VERTICAL-L-R-5	prf/prf_2_005.png	5
143.8	0.5	0.35	8	VERTICAL-L-R-6	prf/prf_2_006.png	6
144.65	0.5	0.35	9	VERTICAL-L-R-7	prf/prf_2_007.png	7
145.5	0.5	0.35	10	VERTICAL-L-R-8	prf/prf_2_008.png	8
146.352	0.5	0.35	11	VERTICAL-L-R-9	prf/prf_2_009.png	9
147.202	0.5	0.35	12	VERTICAL-L-R-10	prf/prf_2_010.png	10
148.05	0.5	0.35	13	VERTICAL-L-R-11	prf/prf_2_011.png	11
148.9	0.5	0.35	14	VERTICAL-L-R-12	prf/prf_2_012.png	12
149.75	0.5	0.35	15	VERTICAL-L-R-13	prf/prf_2_013.png	13
150.602	0.5	0.35	16	VERTICAL-L-R-14	prf/prf_2_014.png	14
151.452	0.5	0.35	17	VERTICAL-L-R-15	prf/prf_2_015.png	15
152.3	0.5	0.35	18	VERTICAL-L-R-16	prf/prf_2_016.png	16
153.15	0.5	0.35	19	VERTICAL-L-R-17	prf/prf_2_017.png	17
154	0.5	0.35	20	VERTICAL-L-R-18	prf/prf_2_018.png	18
154.852	0.5	0.35	21	VERTICAL-L-R-19	prf/prf_2_019.png	19
155.702	0.5	0.35	22	VERTICAL-L-R-20	prf/prf_2_020.png	20
156.55	0.5	0.35	23	VERTICAL-L-R-21	prf/prf_2_021.png	21
157.4	0.5	0.35	24	VERTICAL-L-R-22	prf/prf_2_022.png	22
158.25	0.5	0.35	25	VERTICAL-L-R-23	prf/prf_2_023.png	23
159.102	0.5	0.35	26	VERTICAL-L-R-24	prf/prf_2_024.png	24
159.952	0.5	0.35	27	VERTICAL-L-R-25	prf/prf_2_025.png	25
160.8	0.5	0.35	28	VERTICAL-L-R-26	prf/prf_2_026.png	26
161.65	0.5	0.35	29	VERTICAL-L-R-27	prf/prf_2_027.png	27
162.5	0.5	0.35	30	VERTICAL-L-R-28	prf/prf_2_028.png	28
163.352	0.5	0.35	59	DIAGONAL-RD-LU-1	prf/prf_2_029.png	29
164.202	0.5	0.35	60	DIAGONAL-RD-LU-2	prf/prf_2_030.png	30
165.05	0.5	0.35	61	DIAGONAL-RD-LU-3	prf/prf_2_031.png	31
165.9	0.5	0.35	62	DIAGONAL-RD-LU-4	prf/prf_2_032.png	32
